1,1,6670.9267,3.56E-27,3.79E-05,0.0745,0.352,931.237,0.61,-0.010668
1,1,6670.9672,1.99E-29,1.77E+00,0.093,0.412,4027.8041,0.69,-0.004272
1,1,6671.2243,2.29E-29,9.60E-01,0.1022,0.48,3698.491,0.73,-0.009116
1,1,6671.24481,1.13E-24,1.74E-02,0.0663,0.327,1006.1157,0.57,-0.014709
1,1,6671.4067,1.08E-29,9.99E+00,0.0123,0.172,4851.8175,0.32,0
1,1,6671.55186,2.52E-26,1.01E-01,0.0215,0.25,2246.8839,0.41,-0.022244
1,1,6671.8295,1.91E-24,1.21E-02,0.0868,0.4,542.9058,0.63,-0.001319
1,1,6671.884,1.92E-28,3.93E-04,0.0559,0.315,1810.583,0.55,-0.01556
1,1,6672.0301,2.14E-26,5.39E-04,0.0745,0.333,882.8903,0.57,0.002296
1,1,6672.090944,8.35E-29,3.73E-02,0.0425,0.221,3244.5994,0.37,-0.013764
1,1,6672.1094,1.22E-29,1.52E+00,0.0227,0.183,4201.2486,0.33,-0.01656
1,1,6672.2889,1.14E-28,3.40E-04,0.0401,0.265,1960.2061,0.44,-0.00842
1,1,6672.5903,2.85E-29,6.11E-03,0.0275,0.221,3080.1777,0.37,-0.007368
1,1,6672.6981,2.62E-29,7.14E+00,0.0874,0.371,4350.6993,0.63,-0.00746
1,1,6672.8349,7.98E-29,2.98E-04,0.0208,0.25,2246.8839,0.41,-0.009328
1,1,6672.9597,8.05E-28,3.66E-02,0.0307,0.235,2746.0224,0.4,-0.02696
1,1,6673.0452,1.40E-23,7.75E-01,0.0357,0.27,1293.6337,0.51,-0.015479
1,1,6673.228,1.01E-29,1.65E+00,0.0175,0.235,4431.6356,0.4,-0.02746
1,1,6673.3843,1.64E-29,7.24E-01,0.0853,0.371,3784.6794,0.63,-0.007984
1,1,6673.4,1.23E-26,1.88E-01,0.0808,0.371,2146.2636,0.63,-0.006872
1,1,6673.4627,7.16E-28,2.22E+00,0.0347,0.221,3629.0943,0.37,-0.024364
1,1,6673.46776,1.80E-25,4.67E-03,0.0732,0.32,1059.8353,0.61,-0.02126
1,1,6673.4734,7.42E-27,2.06E+00,0.0738,0.333,2771.69,0.57,-0.0081
1,1,6673.5264,4.06E-28,9.77E-06,0.0937,0.391,742.073,0.67,-0.02312
1,1,6673.5735,2.12E-29,5.54E-04,0.0837,0.391,2406.143,0.67,-0.02374
1,1,6673.6514,1.02E-26,1.52E+00,0.0565,0.25,2748.0987,0.41,-0.01162
1,1,6673.8434,1.57E-26,1.57E-01,0.0845,0.391,2024.1523,0.67,-0.012204
1,1,6674.0745,1.34E-25,2.35E-02,0.0774,0.333,1255.9115,0.57,-0.01984
1,1,6674.0808,2.12E-29,8.52E-03,0.068,0.235,2983.3952,0.4,-0.03216
1,1,6674.2692,2.97E-26,2.51E-02,0.0508,0.298,1874.9727,0.51,-0.015332
1,1,6674.3491,1.23E-29,6.63E+00,0.07,0.371,4491.3701,0.63,-0.012
1,1,6674.3587,3.58E-29,4.23E-02,0.0635,0.315,3321.0133,0.55,-0.01592
1,1,6674.365,1.64E-28,1.44E+00,0.0991,0.456,3255.3463,0.72,-0.006608
1,1,6674.4074,1.05E-25,1.92E+00,0.0778,0.265,2300.6841,0.44,-0.03206
1,1,6674.5046,4.63E-25,2.18E+00,0.0861,0.39,2053.9686,0.67,-0.00476
1,1,6674.5799,1.79E-25,6.08E-03,0.0724,0.28,888.6326,0.63,-0.014232
1,1,6674.8208,9.23E-25,2.28E+00,0.0862,0.391,1920.7658,0.67,-0.01126
1,1,6675.10336,3.79E-23,4.01E-02,0.0811,0.455,325.3479,0.67,-0.007309
1,1,6675.1901,6.66E-29,3.14E-03,0.0211,0.298,2701.888,0.51,-0.02166
1,1,6675.2234,2.23E-29,3.15E-03,0.0206,0.298,2701.888,0.51,-0.02202
1,1,6675.5047,1.19E-23,7.02E-01,0.0775,0.385,1282.9188,0.55,0.00201
1,1,6675.5242,5.36E-28,1.72E+00,0.0387,0.315,3526.6279,0.55,-0.01586
1,1,6675.5633,4.59E-26,9.32E-03,0.0506,0.298,1581.3357,0.51,-0.018792
1,1,6675.5644,1.81E-28,1.74E+00,0.0392,0.315,3526.6268,0.55,-0.01706
1,1,6675.697742,8.93E-28,2.30E-02,0.0406,0.265,2612.7782,0.44,-0.02374
1,1,6675.8532,1.59E-25,7.13E-02,0.0783,0.392,1474.9803,0.55,-0.02126
1,1,6676.07388,6.15E-26,8.23E-04,0.047,0.505,888.5986,0.63,-0.0151
1,1,6676.0884,1.49E-29,5.87E-02,0.0873,0.391,3478.9865,0.67,-0.006128
1,1,6676.1097,2.97E-29,5.68E-02,0.0936,0.434,3289.2425,0.71,-0.001164
1,1,6676.2528,1.38E-28,1.50E-01,0.027,0.208,3439.3052,0.35,-0.015764
1,1,6676.2863,2.79E-27,2.57E-01,0.063,0.315,2818.3977,0.55,-0.006232
1,1,6676.2904,9.24E-29,1.90E-04,0.0462,0.315,1810.583,0.55,-0.01796
1,1,6676.46235,4.47E-28,1.66E+00,0.0329,0.333,3530.9576,0.57,-0.0178
1,1,6676.4643,1.51E-28,1.68E+00,0.021,0.333,3530.9578,0.57,-0.01962
1,1,6676.5319,3.47E-27,2.94E-04,0.0746,0.333,1131.7755,0.57,-0.009644
1,1,6676.95502,3.65E-25,2.40E-03,0.0758,0.312,742.0762,0.67,-0.012276
1,1,6677.0114,2.42E-26,2.81E-01,0.07,0.265,2205.6518,0.44,-0.02604
1,1,6677.0718,7.73E-29,1.43E-04,0.0692,0.298,2054.3448,0.51,-0.00848
1,1,6677.136859,2.47E-28,2.24E+00,0.0332,0.221,3624.1814,0.37,-0.014064
1,1,6677.3297,2.10E-23,8.35E-01,0.0641,0.375,1201.921,0.55,-0.003919
1,1,6677.8182,2.01E-29,6.96E+00,0.0383,0.183,4638.6421,0.33,-0.00936
1,1,6678.0117,4.56E-29,2.83E-03,0.086,0.371,2399.1654,0.63,-0.01878
1,1,6678.083,1.87E-29,7.60E-03,0.0496,0.333,3101.1234,0.57,-0.01372
1,1,6678.2995,2.87E-29,3.80E+00,0.0474,0.195,4428.1123,0.34,-0.02876
1,1,6678.3103,3.26E-29,1.62E-01,0.068,0.281,3659.9032,0.47,-0.00984
1,1,6678.5592,1.24E-29,1.78E+00,0.0856,0.412,4126.4635,0.69,-0.01224
1,1,6678.6926,2.18E-26,1.96E+00,0.0632,0.333,2764.6973,0.57,-0.00964
1,1,6678.85,7.32E-26,1.63E+00,0.0401,0.22,2321.8117,0.47,-0.01886
1,1,6678.96781,4.10E-25,8.92E-01,0.0462,0.285,1843.0288,0.47,-0.007204
1,1,6679.4402,2.95E-26,5.29E-05,0.0795,0.391,508.812,0.67,-0.004924
1,1,6679.4519,1.84E-29,1.11E-01,0.0924,0.391,3565.4546,0.67,-0.000888
1,1,6679.5431,2.10E-28,2.78E-02,0.0359,0.235,2739.4277,0.4,-0.01996
1,1,6679.8444,1.54E-26,1.04E-01,0.0519,0.298,2054.3681,0.51,-0.01706
1,1,6679.8907,4.20E-29,2.58E-04,0.0933,0.412,1922.9004,0.69,-0.008732
1,1,6679.8985,1.93E-27,5.41E-02,0.068,0.265,2612.7991,0.44,-0.01574
1,1,6680.069026,1.65E-29,4.39E-02,0.0237,0.25,3583.3745,0.41,-0.02416
1,1,6680.3697,2.75E-29,4.23E-04,0.0153,0.235,2551.4821,0.4,-0.014968
1,1,6680.3712,6.68E-29,8.84E-03,0.0357,0.235,2739.4277,0.4,-0.004868
1,1,6680.4212,9.70E-25,7.77E-01,0.0784,0.403,1616.4524,0.51,-0.005924
1,1,6680.4321,4.44E-29,1.43E-01,0.0241,0.208,3437.2751,0.35,-0.015164
1,1,6680.4458,1.40E-28,1.46E+00,0.0473,0.298,3565.0041,0.51,-0.01866
1,1,6680.6615,3.00E-25,2.25E+00,0.0831,0.387,1922.829,0.67,-0.010232
1,1,6680.8294,4.20E-28,1.45E+00,0.0501,0.298,3564.705,0.51,-0.01788
1,1,6680.9247,1.10E-29,1.18E+00,0.088,0.412,4066.1227,0.69,-0.00602
1,1,6680.9285,1.25E-25,2.46E-03,0.0789,0.391,742.073,0.67,-0.014628
1,1,6680.9874,1.11E-25,1.98E+00,0.033,0.298,2254.284,0.51,-0.01778
1,1,6681.001,3.34E-25,1.98E+00,0.0317,0.33,2254.2833,0.51,-0.01812
1,1,6681.121,3.10E-28,1.25E-03,0.1001,0.456,1743.4863,0.72,-0.0104
1,1,6681.1816,2.39E-29,1.65E+00,0.09,0.412,3974.631,0.69,-0.009084
1,1,6681.4686,1.48E-29,6.15E-01,0.0236,0.235,3922.3293,0.4,-0.02476
1,1,6681.4761,4.44E-29,6.15E-01,0.0236,0.235,3922.3294,0.4,-0.02476
1,1,6681.7217,7.23E-29,1.91E-04,0.0417,0.281,2144.0458,0.47,-0.01412
1,1,6681.7973,1.24E-28,1.38E-04,0.0643,0.298,1724.7047,0.51,-0.020348
1,1,6681.9384,4.45E-29,3.49E-04,0.0555,0.281,2142.5967,0.47,-0.001292
1,1,6681.9951,7.36E-23,7.44E-01,0.037,0.315,920.168,0.55,-0.015029
1,1,6682.0649,2.32E-25,1.73E+00,0.0393,0.281,2321.905,0.47,-0.01962
1,1,6682.1421,3.05E-26,3.69E-04,0.0721,0.352,931.237,0.61,-0.006948
1,1,6682.14709,8.86E-24,3.37E-02,0.0995,0.455,136.1639,0.72,-0.010396
1,1,6682.1794,2.35E-28,8.12E-02,0.0585,0.315,2841.4303,0.55,-0.02134
1,1,6682.1825,8.22E-27,1.73E-03,0.0547,0.315,1340.8845,0.55,-0.010812
1,1,6682.1954,1.10E-28,2.57E+00,0.0249,0.221,4045.3206,0.37,-0.02416
1,1,6682.23404,2.45E-23,7.44E-01,0.0356,0.318,920.2098,0.55,-0.014739
1,1,6682.3019,2.55E-26,9.14E-01,0.0508,0.265,2437.5011,0.44,-0.02458
1,1,6682.4141,3.70E-29,2.60E+00,0.0248,0.221,4045.2839,0.37,-0.02416
1,1,6682.4942,4.68E-28,2.95E-02,0.035,0.25,2586.5288,0.41,-0.02374
1,1,6682.5387,6.20E-24,7.24E-01,0.046,0.308,1446.1279,0.51,-0.010239
1,1,6682.7647,8.05E-28,4.48E-06,0.0556,0.391,742.0762,0.67,-0.010576
1,1,6682.7731,1.91E-25,5.38E-01,0.0738,0.322,1875.4613,0.51,-0.01756
1,1,6683.0038,9.16E-29,7.49E-04,0.0768,0.371,2271.712,0.63,-0.015076
1,1,6683.0243,9.81E-29,8.32E-04,0.043,0.25,2414.722,0.41,-0.011108
1,1,6683.0255,1.77E-25,9.60E-01,0.0419,0.32,2275.3719,0.44,-0.011472
1,1,6683.06113,2.83E-24,1.15E-02,0.0849,0.395,416.2087,0.67,-0.013109
1,1,6683.2036,2.22E-29,7.48E+00,0.0781,0.371,4394.4646,0.63,-0.00876
1,1,6683.2311,2.56E-28,2.53E-05,0.0774,0.333,1411.6113,0.57,-0.010728
1,1,6683.3365,8.86E-28,3.53E-03,0.0534,0.281,1985.7842,0.47,-0.03092
1,1,6683.4881,1.02E-29,1.85E-04,0.0364,0.281,2522.2645,0.47,-0.02184
1,1,6683.67869,2.16E-25,1.36E-01,0.0641,0.392,1813.2226,0.47,-0.01368
1,1,6683.7723,8.68E-26,8.36E-03,0.0778,0.333,1131.7755,0.57,-0.01378
1,1,6683.789,3.36E-29,1.03E-01,0.0941,0.434,3334.6265,0.71,-0.001972
1,1,6684.3985,1.03E-29,2.26E-01,0.0249,0.221,4045.3206,0.37,-0.02416
1,1,6684.4362,3.67E-28,9.94E-06,0.0599,0.333,1122.7083,0.57,-0.010908
1,1,6684.4416,1.07E-26,5.64E-05,0.0733,0.391,503.9681,0.67,-0.005212
1,1,6684.4491,2.56E-28,2.96E+00,0.045,0.281,3833.1439,0.47,-0.02106
1,1,6684.5084,5.63E-26,1.99E+00,0.0838,0.371,2282.5896,0.63,-0.00526
1,1,6684.5381,1.70E-27,3.68E-03,0.0998,0.434,1772.4134,0.71,-0.0044
1,1,6684.607,1.06E-25,1.91E-03,0.0668,0.29,757.7801,0.63,-0.00908
1,1,6684.6743,3.21E-25,2.46E+00,0.093,0.412,1875.4693,0.69,-0.004272
1,1,6684.689,3.61E-29,1.29E-03,0.0435,0.265,2437.5011,0.44,-0.019364
1,1,6684.7016,4.41E-25,7.96E-03,0.076,0.371,757.7801,0.63,-0.017012
1,1,6684.8921,4.30E-27,3.67E-02,0.0469,0.281,2142.5967,0.47,-0.019216
1,1,6684.9272,4.77E-26,2.74E-02,0.0606,0.281,1813.2226,0.47,-0.007972
1,1,6684.9869,1.46E-29,1.05E+01,0.0123,0.15,4820.6379,0.3,0
1,1,6685.0362,5.70E-28,8.62E-04,0.096,0.434,1819.3351,0.71,-0.010204
1,1,6685.0622,8.73E-29,3.01E+00,0.0418,0.281,3832.2515,0.47,-0.020816
1,1,6685.1461,1.04E-25,3.60E-04,0.0666,0.391,610.3411,0.67,-0.010036
1,1,6685.1788,1.50E-29,6.06E-01,0.0918,0.434,3864.7637,0.71,-0.006328
1,1,6685.2029,5.81E-25,6.60E-03,0.0798,0.37,888.5986,0.63,-0.01438
1,1,6685.3104,1.38E-27,2.24E-02,0.0634,0.25,2533.7917,0.41,-0.01674
1,1,6685.3254,4.79E-27,1.71E-04,0.0627,0.352,927.7439,0.61,-0.007952
1,1,6685.3669,3.37E-26,3.50E-04,0.0652,0.391,610.1144,0.67,-0.010708
1,1,6685.41151,4.63E-23,3.88E-02,0.0932,0.495,224.8384,0.69,-0.010559
1,1,6685.416,4.28E-27,2.14E-02,0.0489,0.265,2275.3719,0.44,-0.01608
1,1,6685.6116,6.17E-26,3.69E-04,0.062,0.371,756.7247,0.63,-0.009592
1,1,6685.6139,2.05E-29,2.67E-02,0.0544,0.298,3383.2651,0.51,-0.01664
1,1,6686.0179,7.72E-28,1.58E-02,0.0409,0.281,2321.8117,0.47,-0.02056
1,1,6686.3167,8.41E-25,1.75E-02,0.0683,0.395,816.6942,0.61,-0.015308
1,1,6686.486,5.33E-25,2.20E-02,0.0727,0.333,982.9116,0.57,-0.00806
1,1,6686.6574,2.11E-27,3.89E-05,0.0688,0.352,816.6942,0.61,-0.013008
1,1,6686.663881,2.19E-27,1.97E-01,0.0786,0.333,2764.6973,0.57,-0.01584
1,1,6686.85093,5.50E-29,3.41E-02,0.0231,0.265,3266.7629,0.44,-0.0236
1,1,6686.9787,1.14E-27,4.29E+00,0.1022,0.48,3201.9133,0.73,-0.009116
1,1,6687.1476,1.38E-29,1.07E+01,0.0123,0.141,4846.4897,0.29,0
1,1,6687.266177,1.00E-25,1.74E+00,0.0166,0.315,2225.4688,0.55,-0.0212
1,1,6687.2667,3.01E-25,1.74E+00,0.0188,0.315,2225.4688,0.55,-0.02056
1,1,6687.2882,3.74E-28,1.64E+00,0.0659,0.298,3387.4,0.51,-0.02462
1,1,6687.31941,5.80E-24,9.14E-03,0.0948,0.434,285.4186,0.71,-0.010156
1,1,6687.3301,2.06E-24,4.37E-03,0.0892,0.391,508.812,0.67,-0.009016
1,1,6687.4398,2.50E-26,1.30E+00,0.0463,0.25,2756.4142,0.41,-0.021572
1,1,6687.5541,4.25E-27,8.48E-03,0.0533,0.281,1843.0288,0.47,-0.01666
1,1,6687.5703,5.63E-26,1.31E-01,0.0908,0.455,1908.0163,0.69,-0.00948
1,1,6687.6841,2.01E-29,1.02E+01,0.0123,0.161,4738.6284,0.31,0
1,1,6688.26373,3.56E-23,7.81E-01,0.0492,0.311,1079.0792,0.55,-0.019639
1,1,6688.378,1.93E-27,2.27E-02,0.0376,0.265,2433.7991,0.44,-0.015436
1,1,6688.5201,1.02E-27,1.01E-05,0.081,0.371,888.5986,0.63,-0.01338
1,1,6688.5823,3.75E-29,7.66E+00,0.083,0.371,4290.7571,0.63,-0.0114
1,1,6688.813526,1.81E-29,3.36E-02,0.0228,0.265,3266.7644,0.44,-0.02256
1,1,6688.9182,9.53E-29,2.60E-01,0.0792,0.281,3535.8698,0.47,-0.02584
1,1,6689.21585,3.20E-23,4.04E-02,0.0945,0.475,134.9016,0.72,-0.004469
1,1,6689.2468,1.18E-29,2.98E+00,0.0554,0.352,4368.6373,0.61,-0.011256
1,1,6689.5525,2.69E-29,4.87E-01,0.0284,0.195,4017.9062,0.34,-0.01256
1,1,6689.5731,1.38E-29,8.75E+00,0.062,0.352,4332.7742,0.61,-0.01736
1,1,6689.674,1.61E-28,3.96E-02,0.0523,0.235,2880.8364,0.4,-0.016364
1,1,6689.6783,4.22E-29,8.96E+00,0.0608,0.352,4332.9125,0.61,-0.01668
1,1,6689.9212,1.46E-29,2.06E+00,0.0212,0.208,4427.1193,0.35,-0.02296
1,1,6689.9346,1.65E-29,3.04E-01,0.0509,0.265,3738.5422,0.44,-0.008508
1,1,6690.116,6.52E-26,4.43E-04,0.0823,0.352,782.4098,0.61,-0.005584
1,1,6690.2688,4.50E-27,2.03E-03,0.068,0.315,1474.9803,0.55,-0.02126
1,1,6690.323987,4.19E-29,2.23E+00,0.0076,0.161,4048.2473,0.31,-0.02506
1,1,6690.325,1.27E-28,2.25E+00,0.0123,0.161,4048.2459,0.31,0
1,1,6690.3529,1.10E-29,1.31E+00,0.0905,0.456,3789.9693,0.72,-0.005052
1,1,6690.406701,9.65E-28,1.02E-01,0.0685,0.371,2733.9627,0.63,-0.01488
1,1,6690.4581,1.72E-25,2.12E+00,0.0819,0.45,2024.1523,0.67,-0.006692
1,1,6690.4711,3.50E-27,7.13E-03,0.0475,0.298,2054.3448,0.51,-0.0202
1,1,6690.5727,6.28E-29,2.02E+00,0.0678,0.391,3868.9871,0.67,-0.011648
1,1,6690.5806,3.21E-28,1.02E-01,0.0692,0.371,2733.9626,0.63,-0.0118
1,1,6690.6693,2.07E-29,2.00E+00,0.0653,0.391,3868.8732,0.67,-0.013852
1,1,6690.8413,2.05E-27,3.21E-05,0.0722,0.371,757.7801,0.63,-0.010112
1,1,6690.8977,4.21E-28,2.90E-01,0.0746,0.315,2983.3228,0.55,-0.02848
1,1,6691.1739,4.13E-29,2.03E+00,0.0081,0.172,4021.2164,0.32,-0.02556
1,1,6691.1758,1.24E-28,2.03E+00,0.0081,0.172,4021.2146,0.32,-0.02556
1,1,6691.225394,1.45E-27,5.36E-05,0.0735,0.333,982.9116,0.57,-0.00826
1,1,6691.3064,8.93E-26,9.77E-02,0.0283,0.18,1962.5062,0.44,-0.022988
1,1,6691.4221,6.15E-28,1.05E-01,0.0807,0.333,2670.7895,0.57,-0.007224
1,1,6691.4724,3.32E-27,1.10E-03,0.0447,0.333,1411.6418,0.57,-0.01822
1,1,6691.5154,4.16E-29,1.70E-01,0.027,0.235,3685.4066,0.4,-0.02416
1,1,6691.64935,1.16E-23,4.56E-02,0.097,0.475,315.7795,0.69,-0.010649
1,1,6691.8109,2.15E-28,1.84E-03,0.0487,0.281,2142.5967,0.47,-0.03074
1,1,6691.88,1.01E-24,1.18E-01,0.0511,0.305,1446.1279,0.51,-0.01964
1,1,6692.105,6.37E-28,1.95E+00,0.0439,0.208,3639.5369,0.35,-0.03466
1,1,6692.2637,1.22E-27,9.37E-06,0.08,0.333,885.6002,0.57,-0.000684
1,1,6692.3417,1.78E-25,1.99E+00,0.0726,0.371,2271.712,0.63,-0.007432
1,1,6692.3863,2.84E-27,1.40E+00,0.0593,0.315,3141.0457,0.55,-0.011448
1,1,6692.4211,1.77E-29,1.12E+01,0.0733,0.371,4296.5637,0.63,-0.01014
1,1,6692.5681,2.44E-26,4.99E-03,0.059,0.298,1581.3357,0.51,-0.02412
1,1,6692.659907,1.24E-29,1.11E+01,0.0203,0.183,4606.1685,0.33,0
1,1,6692.666,4.10E-29,3.07E+00,0.0223,0.221,4283.307,0.37,-0.02406
1,1,6692.6736,1.37E-29,3.06E+00,0.0206,0.221,4283.3044,0.37,-0.02286
1,1,6692.7078,2.86E-27,2.88E-05,0.0841,0.371,602.7735,0.63,-0.003328
1,1,6692.79867,1.02E-24,6.08E-02,0.0423,0.275,1080.3853,0.55,-0.013812
1,1,6692.8582,3.32E-29,1.30E+00,0.0892,0.456,3788.6945,0.72,-0.006184
1,1,6692.9006,1.88E-25,1.28E-02,0.0804,0.352,1059.6466,0.61,-0.013292
1,1,6692.90533,1.16E-23,7.72E-01,0.0435,0.325,1080.3853,0.55,-0.013709
1,1,6692.9237,4.09E-25,2.37E+00,0.09,0.412,1817.4512,0.69,-0.009084
1,1,6692.94614,4.42E-25,4.27E-01,0.0624,0.315,1631.2453,0.55,0.00526
1,1,6693.0318,1.65E-27,4.35E-04,0.0617,0.333,1590.6901,0.57,-0.01462
1,1,6693.1441,3.55E-25,1.42E-01,0.0544,0.352,1394.8141,0.61,-0.00934
1,1,6693.1471,1.15E-29,9.85E+00,0.0123,0.172,4608.5546,0.32,0
1,1,6693.1509,9.67E-28,2.00E-03,0.0462,0.315,1810.583,0.55,-0.01796
1,1,6693.1623,1.06E-24,1.42E-01,0.056,0.285,1394.8141,0.61,-0.01174
1,1,6693.173854,1.61E-29,1.98E-01,0.0261,0.235,3685.4189,0.4,-0.02446
1,1,6693.256,5.53E-29,7.75E-04,0.0823,0.391,2126.4076,0.67,-0.014968
1,1,6693.264,2.51E-29,1.10E-04,0.059,0.281,1985.7842,0.47,-0.020845
1,1,6693.287,9.19E-27,1.38E+00,0.0358,0.25,2748.0987,0.41,-0.019028
1,1,6693.3575,1.12E-29,4.07E+00,0.0286,0.195,4409.3428,0.34,-0.01456
1,1,6693.3859,1.83E-23,8.55E-01,0.0765,0.435,982.9116,0.57,0.00211
1,1,6693.5958,3.42E-29,9.74E+00,0.0123,0.172,4608.2199,0.32,0
1,1,6693.6663,1.25E-28,1.02E+00,0.0906,0.391,3626.9223,0.67,-0.005768
1,1,6693.7133,4.28E-28,8.23E-07,0.0884,0.412,488.1077,0.69,-0.015372
1,1,6693.732619,1.50E-27,2.68E-04,0.04,0.281,1327.1165,0.47,0
1,1,6693.85144,2.83E-24,5.57E-02,0.0467,0.3,1079.0792,0.55,-0.006809
1,1,6693.8716,1.79E-28,1.76E-03,0.0466,0.25,2414.722,0.41,0.005704
1,1,6693.8901,3.06E-26,9.93E-02,0.0292,0.265,1960.2061,0.44,-0.01202
1,1,6694.0834,3.06E-28,1.33E-01,0.0615,0.235,2983.3952,0.4,-0.020064
1,1,6694.14,4.37E-29,2.12E-02,0.022,0.281,2972.8281,0.47,-0.02162
1,1,6694.171,7.31E-25,7.00E-01,0.0774,0.395,1899.0075,0.47,-0.02384
1,1,6694.212,1.31E-28,2.11E-02,0.023,0.281,2972.8281,0.47,-0.02208
1,1,6694.2668,3.08E-28,1.34E-01,0.0398,0.235,2983.4143,0.4,0
1,1,6694.4164,1.05E-26,2.34E-01,0.0706,0.281,2321.8117,0.47,-0.01236
1,1,6694.5046,2.30E-28,1.42E-01,0.0331,0.221,3083.8644,0.37,-0.015464
1,1,6694.5734,7.16E-27,3.59E-02,0.04,0.265,2275.3719,0.44,-0.021172
1,1,6694.9922,1.33E-25,1.56E+00,0.0571,0.37,2433.7991,0.44,-0.01112
1,1,6695.0986,6.83E-27,4.46E-06,0.0894,0.412,224.8384,0.69,-0.00022
1,1,6695.1622,1.55E-29,2.12E-02,0.0633,0.221,3472.8801,0.37,-0.04186
1,1,6695.2308,9.43E-29,1.68E+00,0.0706,0.265,3940.5183,0.44,-0.01288
1,1,6695.2461,1.80E-27,8.43E-02,0.0705,0.333,2630.1924,0.57,-0.01804
1,1,6695.3384,2.82E-27,4.39E-03,0.071,0.281,1998.9948,0.47,-0.02144
1,1,6695.3665,1.57E-27,2.32E+00,0.052,0.315,3139.4755,0.55,-0.012244
