1	1	7100.0002	2.23E-53	4.53E+00	0.0976	0.434	15473.1973	0.73	-0.01
1	1	7181.0097	2.24E-40	6.74E+00	0.0336	0.298	9703.9971	0.41	0
1	1	7181.011234	3.59E-36	5.24E+00	0.0585	0.352	7598.3501	0.18	-0.01
1	1	7181.0148	6.85E-40	3.56E-02	0.0155	0.183	8256.208	0.41	0
1	1	7181.01621	3.07E-24	9.27E-03	0.0943	0.434	285.2193	0.68	-0.01
1	1	7181.0174	5.68E-37	5.74E-02	0.0324	0.235	6946.4707	0.36	0
1	1	7181.019989	1.22E-23	2.04E+00	0.0405	0.352	1216.1898	0.46	-0.01
1	1	7181.0211	2.19E-38	2.29E-01	0.0748	0.371	7978.2402	0.6	0
1	1	7181.032657	8.62E-39	3.75E-02	0.086	0.371	7733.3032	0.62	-0.01
1	1	7181.0448	5.82E-33	1.67E-03	0.0322	0.298	4483.2686	0.41	0
1	1	7181.0529	5.30E-30	1.71E-03	0.0588	0.315	2841.552	0.45	0
1	1	7181.0618	6.38E-37	3.55E-03	0.0301	0.265	6288.7378	0.39	0
1	1	7181.0621	1.94E-36	3.59E-03	0.0313	0.265	6288.7378	0.39	0
1	1	7181.0735	5.58E-38	1.10E-02	0.087	0.391	7096.2744	0.68	0
1	1	7181.0752	3.44E-40	2.32E-02	0.0864	0.352	8331.5537	0.59	0
1	1	7181.082964	1.18E-25	8.25E-01	0.0388	0.298	2054.3687	0.15	-0.01
1	1	7181.095277	3.69E-23	2.05E+00	0.0442	0.352	1216.1945	0.46	-0.01
1	1	7181.108947	3.02E-24	6.60E-01	0.0546	0.315	1340.8849	0.18	-0.01
1	1	7181.113996	2.80E-38	7.61E-03	0.1025	0.456	6844.2354	0.73	0
1	1	7181.1152	8.58E-39	1.58E-02	0.0059	0.172	7601.4497	0.41	0
1	1	7181.118662	1.20E-28	2.18E-03	0.0731	0.352	2181.0898	0.62	0
1	1	7181.120504	2.20E-35	1.09E-03	0.0735	0.281	5524.5693	0.41	0
1	1	7181.121535	4.82E-31	8.98E-04	0.0123	0.183	3319.4478	0.41	0
1	1	7181.123198	7.77E-37	5.53E-01	0.0848	0.371	7424.8408	0.67	0
1	1	7181.1243	1.80E-40	5.03E-03	0.0265	0.221	8314.9629	0.36	0
1	1	7181.1337	2.61E-33	2.24E-03	0.0544	0.298	4669.7988	0.53	0
1	1	7181.1344	1.22E-37	4.41E-03	0.049	0.298	6900.0469	0.41	0
1	1	7181.138	5.14E-40	1.20E-02	0.0361	0.352	8168.8037	0.11	-0.01
1	1	7181.145883	1.96E-32	3.42E-03	0.0761	0.371	4292.9097	0.56	0
1	1	7181.1504	5.99E-40	1.10E+00	0.0563	0.208	9216.1152	0.41	-0.01
1	1	7181.15578	1.51E-20	1.33E+01	0.0997	0.488	136.7617	0.73	-0.01
1	1	7181.1561	7.35E-39	4.01E-01	0.0622	0.235	8227.0898	0.36	0
1	1	7181.159516	1.64E-37	4.11E-02	0.0528	0.412	6919.9414	0.69	-0.01
1	1	7181.1664	3.06E-36	8.77E-04	0.0379	0.25	5695.9536	0.37	0
1	1	7181.166916	4.29E-35	2.02E-01	0.0824	0.333	6215.1626	0.65	0
1	1	7181.1706	3.84E-38	1.61E-03	0.0227	0.25	6946.8145	0.37	0
1	1	7181.1724	1.28E-38	1.61E-03	0.0228	0.25	6946.8125	0.37	0
1	1	7181.1752	1.77E-37	4.80E-01	0.0179	0.183	7885.8472	0.41	0
1	1	7181.1806	7.57E-38	6.08E-02	0.0263	0.208	7599.1064	0.38	0
1	1	7181.182925	2.66E-40	2.05E-03	0.0081	0.131	7924.4497	0.41	0
1	1	7181.1844	6.96E-35	7.39E-04	0.033	0.298	5207.895	0.45	0
1	1	7181.190544	1.16E-34	6.87E-03	0.0162	0.265	5579.4897	0.39	-0.02
1	1	7181.196404	1.20E-32	2.61E-02	0.0593	0.352	4782.6621	0.56	-0.02
1	1	7181.2028	1.63E-35	1.25E-02	0.0794	0.333	5818.3228	0.53	0
1	1	7181.2172	1.08E-33	2.10E+00	0.012	0.221	6360.3301	0.36	0
1	1	7181.2173	3.60E-34	2.10E+00	0.012	0.221	6360.3301	0.36	0
1	1	7181.2205	1.25E-36	9.07E+00	0.0362	0.25	8038.0923	0.36	0
1	1	7181.2296	1.59E-36	1.07E-04	0.0283	0.195	5680.6509	0.41	0
1	1	7181.2337	3.38E-40	7.51E-02	0.0713	0.333	8406.6006	0.46	0
1	1	7181.2341	3.02E-34	1.37E+01	0.016	0.208	6807.4321	0.41	0
1	1	7181.25084	1.86E-30	3.13E+00	0.0392	0.315	4559.752	-0.07	-0.02
1	1	7181.258723	1.54E-37	6.95E-01	0.0814	0.371	7774.9976	0.51	-0.01
1	1	7181.270182	2.29E-37	6.66E-01	0.0912	0.456	7331.623	0.74	0
1	1	7181.271175	1.36E-40	5.95E-03	0.0538	0.298	8341.4092	0.23	-0.01
1	1	7181.277732	2.09E-37	5.65E-01	0.0846	0.434	7473.0615	0.65	-0.01
1	1	7181.282	1.74E-40	2.33E-01	0.0379	0.25	8870.5967	0.37	0
1	1	7181.29	4.05E-37	1.02E-01	0.0183	0.195	7396.5386	0.41	0
1	1	7181.2904	3.26E-40	4.03E-03	0.0629	0.352	8012.2441	0.59	-0.01
1	1	7181.298	3.42E-38	5.25E-01	0.0242	0.183	8242.4902	0.41	0
1	1	7181.3009	1.60E-40	6.73E-04	0.0637	0.352	7815.6748	0.53	-0.01
1	1	7181.302745	5.58E-30	3.14E+00	0.0417	0.315	4559.7075	-0.07	-0.01
1	4	7181.30622	6.33E-25	3.94E+00	0.0948	0.465	182.9835	0.73	0
1	1	7181.310639	3.40E-33	8.59E-01	0.0898	0.391	5761.0288	0.73	0
1	1	7181.318431	3.91E-25	2.04E-01	0.0689	0.298	1538.1495	0.41	-0.01
1	1	7181.324	6.11E-32	3.77E-02	0.0361	0.352	4579.1675	0.11	-0.01
1	1	7181.3301	1.41E-40	3.28E-02	0.0283	0.298	8684.9023	0.45	0
1	1	7181.3315	5.13E-32	3.60E-03	0.0542	0.195	4291.9434	0.41	-0.01
1	3	7181.33456	1.54E-26	4.00E+00	0.076	0.385	1128.938	0.47	-0.01
1	1	7181.336957	9.45E-37	3.54E-02	0.0088	0.172	6778.8223	0.41	-0.01
1	1	7181.3487	6.84E-40	4.04E+00	0.033	0.25	9416.96	0.36	0
1	1	7181.349989	3.85E-29	2.21E-02	0.0198	0.195	3291.1492	0.41	-0.01
1	1	7181.3546	1.70E-37	1.80E-02	0.0316	0.208	7182.3491	0.38	0
1	1	7181.3552	9.83E-40	1.78E-02	0.0075	0.15	8297.6084	0.41	0
1	1	7181.3552	3.28E-40	1.78E-02	0.0075	0.15	8297.6084	0.41	0
1	1	7181.359	1.33E-36	2.70E-02	0.0568	0.315	6537.0962	0.45	0
1	1	7181.3599	2.59E-36	3.25E-03	0.066	0.25	6241.6484	0.37	0
1	1	7181.3738	1.24E-37	1.21E-01	0.0217	0.221	7414.5747	0.36	0
1	1	7181.37443	7.05E-32	8.81E-02	0.0262	0.208	4847.6221	0.38	-0.02
1	1	7181.3796	3.85E-39	3.55E-01	0.0354	0.265	8546.5029	0.37	0
1	1	7181.382602	3.75E-39	1.05E-01	0.0877	0.391	7924.5977	0.74	-0.01
1	1	7181.4003	2.60E-35	1.65E-01	0.0386	0.25	6363.5713	0.36	0
1	1	7181.4092	3.55E-40	3.59E-01	0.0075	0.15	9134.9697	0.41	0
1	1	7181.4158	1.88E-40	1.31E-02	0.0338	0.352	8168.8018	0.11	0
1	1	7181.4193	2.06E-32	3.82E-02	0.0338	0.352	4579.0728	0.11	0
1	1	7181.4287	1.10E-35	4.27E-04	0.0164	0.183	5579.5137	0.41	0
1	1	7181.431655	3.63E-34	1.65E-04	0.0535	0.315	4559.7075	0.41	0
1	1	7181.4463	6.26E-40	5.49E-02	0.0395	0.315	8484.6162	0.45	0
1	1	7181.4468	7.80E-39	1.15E+00	0.0239	0.265	8401.4648	0.39	0
1	1	7181.4497	1.95E-35	4.20E-03	0.0966	0.412	5653.0259	0.78	-0.01
1	1	7181.4526	4.28E-37	4.70E-01	0.0075	0.161	7504.7183	0.41	0
1	1	7181.4567	9.51E-39	6.42E-02	0.016	0.235	7797.4351	0.36	0
1	1	7181.4573	2.85E-38	6.41E-02	0.0129	0.235	7797.4351	0.36	0
1	1	7181.458327	1.59E-29	3.47E-02	0.0213	0.195	3567.1738	0.41	-0.01
1	1	7181.4634	2.30E-38	1.13E+00	0.0243	0.265	8401.4648	0.39	0
1	1	7181.47209	2.63E-38	4.99E-01	0.0863	0.352	8125.813	0.69	0
1	1	7181.4739	8.34E-39	3.43E-01	0.0817	0.371	8004.3203	0.58	-0.01
1	1	7181.4771	2.53E-38	3.85E-01	0.0542	0.195	8003.2236	0.41	-0.01
1	1	7181.483397	7.09E-37	5.74E-03	0.0644	0.281	6592.187	0.36	-0.01
1	1	7181.483754	1.60E-38	1.97E+00	0.079	0.371	8485.6152	0.59	-0.02
1	1	7181.4847	2.14E-35	6.45E-01	0.0322	0.298	6617.9229	0.45	0
1	1	7181.4859	5.91E-38	1.69E-03	0.016	0.208	6912.4795	0.38	0
1	1	7181.4875	7.96E-38	7.38E-01	0.0704	0.315	8001.7959	0.6	0
1	1	7181.4892	3.03E-40	1.41E-02	0.0155	0.183	8256.208	0.41	0
1	1	7181.4909	1.82E-39	9.51E-02	0.0766	0.333	8334.9199	0.62	-0.01
1	1	7181.495173	1.90E-34	5.68E-03	0.0657	0.281	5439.0566	0.51	0
1	1	7181.496631	2.93E-29	1.23E+00	0.0628	0.195	4174.2876	0.35	0
1	1	7181.5035	2.58E-40	5.12E-01	0.0155	0.183	9027.3984	0.41	0
1	1	7181.511724	8.50E-32	1.01E-01	0.0657	0.352	4658.9746	0.47	-0.01
1	1	7181.519	2.15E-39	9.82E-03	0.0649	0.333	7807.1582	0.4	-0.02
1	1	7181.52111	8.19E-25	5.55E-03	0.0799	0.352	782.4098	0.7	0
1	1	7181.5267	9.48E-39	6.12E-03	0.0059	0.172	7601.4487	0.41	0
1	1	7181.534338	7.05E-40	1.30E-02	0.0501	0.333	7917.7227	0.49	-0.01
1	1	7181.5534	9.55E-40	4.38E+00	0.0075	0.172	9210.1455	0.41	0
1	1	7181.564	6.89E-40	8.07E-01	0.027	0.235	9097.8398	0.36	0
1	1	7181.5666	2.57E-39	2.91E-01	0.0502	0.315	8310.5615	0.45	0
1	1	7181.5792	1.93E-36	1.54E-01	0.0075	0.131	6983.4785	0.41	0
1	1	7181.5939	8.45E-38	1.26E-03	0.0791	0.298	6451.751	0.45	-0.01
1	1	7181.595572	8.53E-29	6.21E-03	0.0354	0.265	2813.5122	0.37	-0.02
1	1	7181.6073	1.50E-37	7.41E-02	0.0342	0.315	7193.4448	0.45	0
1	1	7181.6081	9.82E-34	3.82E-01	0.0372	0.281	5741.5767	0.41	0
1	1	7181.6081	1.77E-38	1.88E-03	0.0316	0.208	7182.3491	0.38	0
1	1	7181.6112	1.01E-40	1.47E-02	0.0075	0.172	8706.4307	0.41	0
1	1	7181.6151	1.80E-35	1.16E-03	0.0249	0.195	5469.251	0.41	0
1	1	7181.615693	7.59E-38	1.18E-01	0.0839	0.391	7556.3735	0.8	-0.01
1	1	7181.6166	3.14E-39	7.59E-04	0.0075	0.161	7193.3242	0.41	0
1	1	7181.6263	1.65E-38	3.08E+00	0.0541	0.221	8732.4453	0.38	-0.01
1	1	7181.6389	2.50E-33	6.52E-01	0.0741	0.333	5597.1343	0.56	-0.01
1	1	7181.665635	3.42E-39	3.60E-02	0.0288	0.281	8067.0469	0.03	-0.03
1	1	7181.6696	3.69E-40	8.46E-04	0.0075	0.141	7656.5083	0.41	0
1	1	7181.67167	1.38E-39	5.47E-02	0.0601	0.333	8052.1885	0.24	-0.01
1	1	7181.673422	2.95E-29	1.06E+00	0.0884	0.352	3967.4883	0.82	0
1	1	7181.673988	7.15E-33	2.08E-03	0.089	0.352	4368.6367	0.59	-0.02
1	1	7181.6759	1.42E-40	4.42E-02	0.0075	0.15	8901.4219	0.41	0
1	1	7181.6803	4.30E-37	3.43E-01	0.0554	0.265	7342.9712	0.37	0
1	1	7181.698782	4.86E-35	1.14E-01	0.0738	0.371	6022.7842	0.55	-0.01
1	1	7181.6991	2.76E-33	1.28E-04	0.0641	0.315	4068.7036	0.7	0
1	1	7181.7011	1.09E-39	3.06E-02	0.0075	0.161	8397.5645	0.41	0
1	1	7181.7011	3.63E-40	3.06E-02	0.0075	0.161	8397.5645	0.41	0
1	1	7181.7081	1.87E-35	7.08E-02	0.046	0.221	6510.29	0.38	0
1	1	7181.7121	5.39E-34	1.30E-02	0.0222	0.235	5457.377	0.36	0
1	1	7181.7192	1.04E-38	1.87E-01	0.0075	0.172	8285.9229	0.41	0
1	1	7181.7205	1.15E-38	3.78E-02	0.0244	0.235	7875.8506	0.36	0
1	1	7181.7266	1.81E-38	2.63E-01	0.0166	0.114	8297.7715	0.41	0
1	1	7181.737325	8.39E-37	2.03E-01	0.0918	0.412	7098.146	0.64	-0.01
1	1	7181.7418	2.34E-39	1.08E-02	0.0179	0.183	7779.7139	0.41	0
1	1	7181.744	8.60E-38	3.43E-01	0.077	0.333	7827.9717	0.68	0
1	1	7181.744293	6.66E-37	2.99E+00	0.0701	0.434	7472.9526	0.58	-0.01
1	1	7181.7484	1.15E-39	8.44E-02	0.0432	0.333	8428.0293	0.49	-0.01
1	1	7181.7627	1.28E-38	1.91E-02	0.0321	0.298	7647.0259	0.45	0
1	1	7181.7635	4.25E-39	1.91E-02	0.0325	0.298	7647.0254	0.45	0
1	1	7181.7663	4.16E-38	1.02E-01	0.0465	0.265	7800.7324	0.37	-0.01
1	1	7181.766635	3.19E-33	5.04E-02	0.0461	0.352	5020.0259	0.53	-0.01
1	1	7181.7695	3.78E-40	8.35E-02	0.0385	0.333	8428.0078	0.49	-0.01
1	1	7181.7748	7.27E-40	3.17E-02	0.0075	0.161	8488.0127	0.41	0
1	1	7181.77681	1.11E-40	1.10E-02	0.0484	0.315	8488.0293	0.45	-0.01
1	1	7181.7777	1.10E-40	3.60E-03	0.0075	0.161	8203.04	0.41	0
1	1	7181.7814	8.81E-34	1.34E+01	0.0214	0.208	6807.668	0.41	0
1	1	7181.78775	3.07E-28	1.10E-02	0.0729	0.352	2572.1392	0.58	-0.01
1	1	7181.7961	1.54E-39	1.04E+01	0.0075	0.15	9535.8984	0.41	0
1	1	7181.814075	1.27E-35	2.13E-02	0.0862	0.333	5979.7192	0.64	-0.01
1	1	7181.816997	7.09E-32	3.25E-01	0.0823	0.412	4902.1304	0.54	-0.01
1	1	7181.824	2.85E-40	1.51E-02	0.0228	0.221	8473.9277	0.38	0
1	1	7181.840976	1.68E-34	2.27E-01	0.0845	0.371	5910.3198	0.77	-0.01
1	1	7181.8454	1.03E-37	7.03E-03	0.0347	0.235	6865.7773	0.36	0
1	1	7181.861	1.17E-40	7.75E-02	0.0075	0.15	9038.6826	0.41	0
1	1	7181.8629	1.04E-36	4.60E-02	0.0357	0.235	6777.5483	0.36	0
1	1	7181.8698	1.02E-34	8.26E-04	0.0586	0.298	5171.0347	0.41	0
1	1	7181.87	2.77E-40	4.20E-01	0.066	0.25	9137.2773	0.36	0
1	1	7181.8727	1.55E-36	5.66E-02	0.0075	0.15	6804.4663	0.41	0
1	1	7181.8787	1.16E-39	8.90E-04	0.0075	0.141	7656.3145	0.41	0
1	1	7181.8806	3.95E-39	3.64E-02	0.0204	0.221	8101.3276	0.36	0
1	1	7181.8909	1.51E-32	1.49E-02	0.0172	0.195	4609.9751	0.41	0
1	1	7181.9239	2.20E-40	8.02E-04	0.0283	0.195	7708.9551	0.41	0
1	1	7181.929942	2.78E-30	9.29E-03	0.0451	0.221	3629.0964	-0.08	-0.01
1	1	7181.9316	8.71E-40	9.31E-01	0.0656	0.265	8824.54	0.37	0
1	1	7181.9325	3.86E-40	3.02E-03	0.0559	0.315	7966.6934	0.55	0
1	1	7181.934022	4.95E-31	6.10E+00	0.0988	0.48	4717.4741	0.75	0
1	1	7181.939403	1.03E-40	2.02E-03	0.0408	0.298	8176.4663	0.05	-0.02
1	1	7181.944122	1.80E-33	1.01E-03	0.077	0.352	4332.7739	0.56	0
1	1	7181.9501	1.02E-34	7.64E-03	0.049	0.315	5339.811	0.38	-0.02
1	1	7181.9503	1.20E-36	1.13E-01	0.0166	0.114	7026.7173	0.41	0
1	1	7181.9538	6.78E-39	1.69E+00	0.0075	0.141	8865.1504	0.41	0
1	1	7181.9563	2.28E-38	5.30E-02	0.0357	0.208	7604.1963	0.38	0
1	1	7181.9602	1.56E-38	2.59E-03	0.0449	0.265	7213.4888	0.39	0
1	1	7181.971115	9.18E-32	3.75E-02	0.0504	0.315	4268.2407	0.1	-0.02
1	1	7181.973863	6.88E-32	2.01E-02	0.0818	0.333	4173.2256	0.63	0
1	1	7181.9757	3.11E-40	7.02E-01	0.0075	0.161	9290.6855	0.41	0
1	1	7181.9786	3.01E-36	3.37E-04	0.0563	0.208	5546.877	0.38	-0.01
1	1	7181.979023	3.36E-28	8.52E-02	0.0342	0.235	3084.8357	-0.2	-0.02
1	1	7181.9967	2.87E-40	7.63E-02	0.0727	0.281	8731.5947	0.41	0
1	1	7181.9992	1.08E-39	4.29E-04	0.0075	0.131	7531.0225	0.41	0
1	1	7182.0045	1.24E-35	1.02E-02	0.0186	0.221	5970.1548	0.38	0
1	1	7182.027192	8.04E-39	3.03E-01	0.0464	0.315	8310.5586	0.15	-0.01
1	1	7182.0286	7.48E-38	6.41E-03	0.0124	0.281	6868.4268	0.39	0
1	1	7182.031947	2.05E-39	8.87E-03	0.0929	0.412	7732.3037	0.71	-0.01
1	1	7182.03351	1.98E-31	1.65E-01	0.0563	0.315	4436.9404	0.21	-0.02
1	1	7182.034036	1.95E-37	1.23E-03	0.0101	0.15	6660.3579	0.41	0
1	1	7182.041111	4.50E-33	1.54E-02	0.0203	0.183	4865.2271	0.41	0
1	1	7182.0438	1.85E-39	4.83E-02	0.0075	0.172	8362.0029	0.41	0
1	1	7182.0454	1.19E-39	2.03E-02	0.0075	0.123	8095.6318	0.41	0
1	1	7182.0459	3.78E-40	1.75E-01	0.0557	0.221	8693.3018	0.38	0
1	1	7182.0552	4.49E-37	1.51E+00	0.066	0.25	7879.8252	0.36	0
1	1	7182.057321	1.52E-35	1.94E+00	0.071	0.391	7041.9937	0.54	-0.01
1	1	7182.0646	2.61E-40	1.17E-03	0.0075	0.15	8010.332	0.41	0
1	1	7182.0674	3.05E-37	3.34E-02	0.012	0.265	7144.9731	0.39	0
1	1	7182.0674	1.02E-37	3.34E-02	0.012	0.265	7144.9731	0.39	0
1	1	7182.0733	1.35E-40	1.16E+00	0.0656	0.265	9464.7217	0.39	0
1	1	7182.0822	8.91E-40	3.54E-02	0.0176	0.298	8114.2095	0.41	0
1	1	7182.085	4.22E-40	2.26E-02	0.0075	0.123	8557.877	0.41	0
1	2	7182.09353	9.08E-24	1.45E+01	0.103	0.435	69.9274	0.73	-0.01
1	1	7182.1037	6.43E-36	5.09E-01	0.0215	0.208	7135.2661	0.38	0
